,Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
33075,PIB Total,2022-09-15,1/2024,0.9262,1.0,0.794,-1.0,2.6,58.0,0
33076,PIB Total,2022-09-15,2/2024,1.3044,1.245,0.6729,-0.1,2.6,32.0,0
33077,PIB Total,2022-09-16,3/2022,3.2988,3.4358,0.6075,1.2,4.25,60.0,1
33078,PIB Total,2022-09-16,4/2022,2.3699,2.5,0.6453,0.71,3.78,59.0,1
33079,PIB Total,2022-09-16,1/2023,1.2386,1.45,0.7236,-0.748,2.84,54.0,1
33080,PIB Total,2022-09-16,2/2023,0.4158,0.4,0.6334,-1.3,1.8156,54.0,1
33081,PIB Total,2022-09-16,3/2023,0.1831,0.2,0.759,-1.6,2.0,54.0,1
33082,PIB Total,2022-09-16,4/2023,0.402,0.55,0.829,-1.4,2.4016,54.0,1
33083,PIB Total,2022-09-16,1/2024,0.8683,1.0,0.7889,-1.0,2.23,41.0,1
33084,PIB Total,2022-09-16,2/2024,1.338,1.5,0.705,-0.13,2.5,35.0,1
33085,PIB Total,2022-09-16,3/2022,3.0603,3.275,0.8405,-0.4,4.25,94.0,0
33086,PIB Total,2022-09-16,4/2022,2.1556,2.3,0.8017,-0.3,3.78,93.0,0
33087,PIB Total,2022-09-16,1/2023,1.107,1.214,0.822,-1.8,3.1,82.0,0
33088,PIB Total,2022-09-16,2/2023,0.3329,0.3,0.7297,-1.4388,2.9,82.0,0
33089,PIB Total,2022-09-16,3/2023,0.1927,0.1,0.7825,-1.6,2.4,82.0,0
33090,PIB Total,2022-09-16,4/2023,0.4034,0.55,1.0364,-5.1812,3.2242,82.0,0
33091,PIB Total,2022-09-16,1/2024,0.8998,1.0,0.7769,-1.0,2.32,59.0,0
33092,PIB Total,2022-09-16,2/2024,1.2968,1.325,0.7097,-0.13,2.6,46.0,0
33093,PIB Total,2022-09-19,3/2022,3.3218,3.4858,0.606,1.2,4.25,56.0,1
33094,PIB Total,2022-09-19,4/2022,2.417,2.51,0.6309,0.71,3.78,55.0,1
33095,PIB Total,2022-09-19,1/2023,1.3327,1.5,0.7307,-0.4,3.26,49.0,1
33096,PIB Total,2022-09-19,2/2023,0.5144,0.5,0.6488,-0.8,2.13,49.0,1
33097,PIB Total,2022-09-19,3/2023,0.2291,0.2,0.748,-1.3,2.0,49.0,1
33098,PIB Total,2022-09-19,4/2023,0.3716,0.5,0.8311,-1.4,2.4016,49.0,1
33099,PIB Total,2022-09-19,1/2024,0.9175,1.0,0.8712,-1.0,2.96,39.0,1
33100,PIB Total,2022-09-19,2/2024,1.4111,1.6,0.7623,-0.13,2.7,35.0,1
33101,PIB Total,2022-09-19,3/2022,3.0877,3.3,0.8349,-0.4,4.25,92.0,0
33102,PIB Total,2022-09-19,4/2022,2.2005,2.3,0.7703,-0.3,3.78,91.0,0
33103,PIB Total,2022-09-19,1/2023,1.1263,1.239,0.8554,-1.8,3.26,80.0,0
33104,PIB Total,2022-09-19,2/2023,0.3566,0.35,0.7561,-1.4388,2.9,80.0,0
33105,PIB Total,2022-09-19,3/2023,0.1988,0.125,0.7893,-1.6,2.4,80.0,0
33106,PIB Total,2022-09-19,4/2023,0.3887,0.55,0.9913,-5.1812,2.4016,80.0,0
33107,PIB Total,2022-09-19,1/2024,0.9401,1.0,0.7937,-1.0,2.96,58.0,0
33108,PIB Total,2022-09-19,2/2024,1.3511,1.435,0.7423,-0.13,2.7,48.0,0
33109,PIB Total,2022-09-20,3/2022,3.3235,3.4858,0.6147,1.2,4.25,54.0,1
33110,PIB Total,2022-09-20,4/2022,2.4232,2.52,0.6418,0.71,3.78,53.0,1
33111,PIB Total,2022-09-20,1/2023,1.3327,1.5,0.7307,-0.4,3.26,49.0,1
33112,PIB Total,2022-09-20,2/2023,0.5144,0.5,0.6488,-0.8,2.13,49.0,1
33113,PIB Total,2022-09-20,3/2023,0.2291,0.2,0.748,-1.3,2.0,49.0,1
33114,PIB Total,2022-09-20,4/2023,0.3716,0.5,0.8311,-1.4,2.4016,49.0,1
33115,PIB Total,2022-09-20,1/2024,0.9175,1.0,0.8712,-1.0,2.96,39.0,1
33116,PIB Total,2022-09-20,2/2024,1.4111,1.6,0.7623,-0.13,2.7,35.0,1
33117,PIB Total,2022-09-20,3/2022,3.0877,3.3,0.8349,-0.4,4.25,92.0,0
33118,PIB Total,2022-09-20,4/2022,2.2005,2.3,0.7703,-0.3,3.78,91.0,0
33119,PIB Total,2022-09-20,1/2023,1.1263,1.239,0.8554,-1.8,3.26,80.0,0
33120,PIB Total,2022-09-20,2/2023,0.3566,0.35,0.7561,-1.4388,2.9,80.0,0
33121,PIB Total,2022-09-20,3/2023,0.1988,0.125,0.7893,-1.6,2.4,80.0,0
33122,PIB Total,2022-09-20,4/2023,0.3887,0.55,0.9913,-5.1812,2.4016,80.0,0
33123,PIB Total,2022-09-20,1/2024,0.9401,1.0,0.7937,-1.0,2.96,58.0,0
33124,PIB Total,2022-09-20,2/2024,1.3511,1.435,0.7423,-0.13,2.7,48.0,0
33125,PIB Total,2022-09-21,3/2022,3.3506,3.5,0.5994,1.2,4.25,53.0,1
33126,PIB Total,2022-09-21,4/2022,2.4068,2.515,0.6434,0.71,3.78,52.0,1
33127,PIB Total,2022-09-21,1/2023,1.3256,1.5,0.738,-0.4,3.26,47.0,1
33128,PIB Total,2022-09-21,2/2023,0.5065,0.5,0.6532,-0.8,2.13,47.0,1
33129,PIB Total,2022-09-21,3/2023,0.2197,0.2,0.7589,-1.3,2.0,47.0,1
33130,PIB Total,2022-09-21,4/2023,0.3597,0.3,0.8465,-1.4,2.4016,47.0,1
33131,PIB Total,2022-09-21,1/2024,0.9021,1.0,0.8774,-1.0,2.96,38.0,1
33132,PIB Total,2022-09-21,2/2024,1.3938,1.55,0.7667,-0.13,2.7,34.0,1
33133,PIB Total,2022-09-21,3/2022,3.0888,3.3,0.8348,-0.4,4.25,92.0,0
33134,PIB Total,2022-09-21,4/2022,2.2005,2.3,0.7703,-0.3,3.78,91.0,0
33135,PIB Total,2022-09-21,1/2023,1.1263,1.239,0.8554,-1.8,3.26,80.0,0
33136,PIB Total,2022-09-21,2/2023,0.3566,0.35,0.7561,-1.4388,2.9,80.0,0
33137,PIB Total,2022-09-21,3/2023,0.1988,0.125,0.7893,-1.6,2.4,80.0,0
33138,PIB Total,2022-09-21,4/2023,0.3887,0.55,0.9913,-5.1812,2.4016,80.0,0
33139,PIB Total,2022-09-21,1/2024,0.9401,1.0,0.7937,-1.0,2.96,58.0,0
33140,PIB Total,2022-09-21,2/2024,1.3511,1.435,0.7423,-0.13,2.7,48.0,0
33141,PIB Total,2022-09-22,3/2022,3.3846,3.525,0.578,1.2,4.25,50.0,1
33142,PIB Total,2022-09-22,4/2022,2.455,2.52,0.6064,0.71,3.78,49.0,1
33143,PIB Total,2022-09-22,1/2023,1.3068,1.45,0.718,-0.4,3.26,45.0,1
33144,PIB Total,2022-09-22,2/2023,0.4432,0.479,0.6286,-0.8,2.13,45.0,1
33145,PIB Total,2022-09-22,3/2023,0.1295,0.2,0.7336,-1.3,1.808,45.0,1
33146,PIB Total,2022-09-22,4/2023,0.2745,0.1928,0.8163,-1.4,1.9,45.0,1
33147,PIB Total,2022-09-22,1/2024,0.858,1.0,0.8924,-1.0,2.96,35.0,1
33148,PIB Total,2022-09-22,2/2024,1.3726,1.6,0.7754,-0.13,2.7,31.0,1
33149,PIB Total,2022-09-22,3/2022,3.0964,3.3,0.8353,-0.4,4.25,92.0,0
33150,PIB Total,2022-09-22,4/2022,2.2054,2.3,0.7685,-0.3,3.78,91.0,0
33151,PIB Total,2022-09-22,1/2023,1.1319,1.27,0.856,-1.8,3.26,80.0,0
33152,PIB Total,2022-09-22,2/2023,0.3541,0.35,0.7576,-1.4388,2.9,80.0,0
33153,PIB Total,2022-09-22,3/2023,0.1869,0.125,0.7993,-1.6,2.4,80.0,0
33154,PIB Total,2022-09-22,4/2023,0.3719,0.5,0.9979,-5.1812,2.4016,80.0,0
33155,PIB Total,2022-09-22,1/2024,0.9401,1.0,0.7937,-1.0,2.96,58.0,0
33156,PIB Total,2022-09-22,2/2024,1.3511,1.435,0.7423,-0.13,2.7,48.0,0
33157,PIB Total,2022-09-23,3/2022,3.3796,3.5,0.6759,0.0,4.25,46.0,1
33158,PIB Total,2022-09-23,4/2022,2.4374,2.5,0.5874,1.1,3.78,46.0,1
33159,PIB Total,2022-09-23,1/2023,1.3442,1.475,0.7434,-0.4,3.26,40.0,1
33160,PIB Total,2022-09-23,2/2023,0.4909,0.4395,0.6464,-0.9819,2.13,40.0,1
33161,PIB Total,2022-09-23,3/2023,0.1888,0.1,0.7087,-1.3,1.7,40.0,1
33162,PIB Total,2022-09-23,4/2023,0.2644,0.5,1.1361,-5.1812,2.0943,40.0,1
33163,PIB Total,2022-09-23,1/2024,0.8875,1.0,0.8195,-1.0,2.96,27.0,1
33164,PIB Total,2022-09-23,2/2024,1.2169,1.275,0.7728,-0.1,2.7,26.0,1
33165,PIB Total,2022-09-23,3/2022,3.2058,3.4,0.7626,-0.4,4.25,94.0,0
33166,PIB Total,2022-09-23,4/2022,2.3288,2.3678,0.6449,0.4,3.78,93.0,0
33167,PIB Total,2022-09-23,1/2023,1.1954,1.31,0.84,-1.8,3.26,80.0,0
33168,PIB Total,2022-09-23,2/2023,0.3862,0.35,0.7536,-1.3,2.9,80.0,0
33169,PIB Total,2022-09-23,3/2023,0.1851,0.1,0.7934,-1.6,2.4,80.0,0
33170,PIB Total,2022-09-23,4/2023,0.3782,0.505,0.9628,-5.1812,2.4016,80.0,0
33171,PIB Total,2022-09-23,1/2024,0.9299,1.0,0.7791,-1.0,2.96,57.0,0
33172,PIB Total,2022-09-23,2/2024,1.3292,1.4,0.7551,-0.13,2.7,49.0,0
33173,PIB Total,2022-09-26,3/2022,3.4125,3.5,0.6636,0.0,4.25,45.0,1
33174,PIB Total,2022-09-26,4/2022,2.4769,2.5,0.5897,1.1,3.78,45.0,1
33175,PIB Total,2022-09-26,1/2023,1.3217,1.475,0.7549,-0.4,3.26,40.0,1
33176,PIB Total,2022-09-26,2/2023,0.4909,0.4395,0.6464,-0.9819,2.13,40.0,1
33177,PIB Total,2022-09-26,3/2023,0.1788,0.1,0.6971,-1.3,1.7,40.0,1
33178,PIB Total,2022-09-26,4/2023,0.2719,0.5,1.1413,-5.1812,2.0943,40.0,1
33179,PIB Total,2022-09-26,1/2024,0.8505,1.0,0.7763,-1.0,2.96,27.0,1
33180,PIB Total,2022-09-26,2/2024,1.1592,1.22,0.7137,-0.1,2.5,26.0,1
33181,PIB Total,2022-09-26,3/2022,3.2666,3.4,0.6553,0.0,4.25,91.0,0
33182,PIB Total,2022-09-26,4/2022,2.3524,2.4303,0.6226,0.8,3.78,90.0,0
33183,PIB Total,2022-09-26,1/2023,1.196,1.32,0.8453,-1.8,3.26,79.0,0
33184,PIB Total,2022-09-26,2/2023,0.386,0.3,0.7584,-1.3,2.9,79.0,0
33185,PIB Total,2022-09-26,3/2023,0.1869,0.1,0.7983,-1.6,2.4,79.0,0
33186,PIB Total,2022-09-26,4/2023,0.3817,0.51,0.9684,-5.1812,2.4016,79.0,0
33187,PIB Total,2022-09-26,1/2024,0.9331,1.0,0.7856,-1.0,2.96,56.0,0
33188,PIB Total,2022-09-26,2/2024,1.3292,1.4,0.7551,-0.13,2.7,49.0,0
33189,PIB Total,2022-09-27,3/2022,3.4122,3.5,0.6423,0.0,4.25,46.0,1
33190,PIB Total,2022-09-27,4/2022,2.4665,2.5,0.6233,1.0,3.78,46.0,1
33191,PIB Total,2022-09-27,1/2023,1.3456,1.5,0.7559,-0.4,3.26,41.0,1
33192,PIB Total,2022-09-27,2/2023,0.5107,0.479,0.6561,-0.9819,2.13,41.0,1
33193,PIB Total,2022-09-27,3/2023,0.2061,0.1,0.7171,-1.3,2.0,41.0,1
33194,PIB Total,2022-09-27,4/2023,0.317,0.5,1.1645,-5.1812,2.4016,41.0,1
33195,PIB Total,2022-09-27,1/2024,0.8915,1.0,0.7916,-1.0,2.96,28.0,1
33196,PIB Total,2022-09-27,2/2024,1.2089,1.24,0.7447,-0.1,2.5,27.0,1
33197,PIB Total,2022-09-27,3/2022,3.282,3.4,0.6344,0.0,4.25,91.0,0
33198,PIB Total,2022-09-27,4/2022,2.3635,2.4603,0.6251,0.8,3.78,90.0,0
33199,PIB Total,2022-09-27,1/2023,1.1998,1.32,0.8473,-1.8,3.26,79.0,0
33200,PIB Total,2022-09-27,2/2023,0.3797,0.3,0.7511,-1.3,2.9,79.0,0
33201,PIB Total,2022-09-27,3/2023,0.178,0.1,0.7852,-1.6,2.4,79.0,0
33202,PIB Total,2022-09-27,4/2023,0.3781,0.51,0.9626,-5.1812,2.4016,79.0,0
33203,PIB Total,2022-09-27,1/2024,0.9331,1.0,0.7856,-1.0,2.96,56.0,0
33204,PIB Total,2022-09-27,2/2024,1.3292,1.4,0.7551,-0.13,2.7,49.0,0
33205,PIB Total,2022-09-28,3/2022,3.4166,3.5,0.6409,0.0,4.25,46.0,1
33206,PIB Total,2022-09-28,4/2022,2.4698,2.5,0.6223,1.0,3.78,46.0,1
33207,PIB Total,2022-09-28,1/2023,1.3456,1.5,0.7559,-0.4,3.26,41.0,1
33208,PIB Total,2022-09-28,2/2023,0.5107,0.479,0.6561,-0.9819,2.13,41.0,1
33209,PIB Total,2022-09-28,3/2023,0.2061,0.1,0.7171,-1.3,2.0,41.0,1
33210,PIB Total,2022-09-28,4/2023,0.317,0.5,1.1645,-5.1812,2.4016,41.0,1
33211,PIB Total,2022-09-28,1/2024,0.8915,1.0,0.7916,-1.0,2.96,28.0,1
33212,PIB Total,2022-09-28,2/2024,1.2089,1.24,0.7447,-0.1,2.5,27.0,1
33213,PIB Total,2022-09-28,3/2022,3.2842,3.4,0.6341,0.0,4.25,91.0,0
33214,PIB Total,2022-09-28,4/2022,2.3652,2.4603,0.6249,0.8,3.78,90.0,0
33215,PIB Total,2022-09-28,1/2023,1.1998,1.32,0.8473,-1.8,3.26,79.0,0
33216,PIB Total,2022-09-28,2/2023,0.3797,0.3,0.7511,-1.3,2.9,79.0,0
33217,PIB Total,2022-09-28,3/2023,0.178,0.1,0.7852,-1.6,2.4,79.0,0
33218,PIB Total,2022-09-28,4/2023,0.3781,0.51,0.9626,-5.1812,2.4016,79.0,0
33219,PIB Total,2022-09-28,1/2024,0.9331,1.0,0.7856,-1.0,2.96,56.0,0
33220,PIB Total,2022-09-28,2/2024,1.3292,1.4,0.7551,-0.13,2.7,49.0,0
33221,PIB Total,2022-09-29,3/2022,3.4147,3.5,0.6478,0.0,4.25,45.0,1
33222,PIB Total,2022-09-29,4/2022,2.4778,2.5,0.6278,1.0,3.78,45.0,1
33223,PIB Total,2022-09-29,1/2023,1.3462,1.5,0.7665,-0.4,3.26,40.0,1
33224,PIB Total,2022-09-29,2/2023,0.5259,0.4895,0.6544,-0.9819,2.13,40.0,1
33225,PIB Total,2022-09-29,3/2023,0.2325,0.1,0.7024,-1.3,2.0,40.0,1
33226,PIB Total,2022-09-29,4/2023,0.3395,0.5,1.1676,-5.1812,2.4016,40.0,1
33227,PIB Total,2022-09-29,1/2024,0.8915,1.0,0.7916,-1.0,2.96,28.0,1
33228,PIB Total,2022-09-29,2/2024,1.2126,1.24,0.7439,-0.1,2.5,27.0,1
33229,PIB Total,2022-09-29,3/2022,3.3089,3.405,0.6303,0.0,4.25,88.0,0
33230,PIB Total,2022-09-29,4/2022,2.3874,2.5,0.6201,0.8,3.78,87.0,0
33231,PIB Total,2022-09-29,1/2023,1.2225,1.37,0.853,-1.8,3.26,76.0,0
33232,PIB Total,2022-09-29,2/2023,0.4177,0.4,0.7365,-1.3,2.9,76.0,0
33233,PIB Total,2022-09-29,3/2023,0.1909,0.1,0.7958,-1.6,2.4,76.0,0
33234,PIB Total,2022-09-29,4/2023,0.3556,0.5,0.9719,-5.1812,2.4016,76.0,0
33235,PIB Total,2022-09-29,1/2024,0.9228,1.0,0.789,-1.0,2.96,55.0,0
33236,PIB Total,2022-09-29,2/2024,1.3313,1.4,0.7544,-0.13,2.7,49.0,0
33237,PIB Total,2022-09-30,3/2022,3.4123,3.45,0.5328,1.8,4.25,30.0,1
33238,PIB Total,2022-09-30,4/2022,2.5414,2.6,0.5576,1.0,3.78,30.0,1
33239,PIB Total,2022-09-30,1/2023,1.4729,1.515,0.7655,-0.4,3.1,28.0,1
33240,PIB Total,2022-09-30,2/2023,0.6359,0.5,0.8794,-1.3,2.9,27.0,1
33241,PIB Total,2022-09-30,3/2023,0.3341,0.3,0.859,-1.6,2.0,27.0,1
33242,PIB Total,2022-09-30,4/2023,0.6379,0.6,0.7719,-0.8,2.4016,27.0,1
33243,PIB Total,2022-09-30,1/2024,0.8833,1.0,0.6106,-0.3,2.0,15.0,1
33244,PIB Total,2022-09-30,2/2024,1.1933,1.24,0.6779,0.1,2.5,15.0,1
33245,PIB Total,2022-09-30,3/2022,3.3274,3.4,0.5995,0.0,4.25,89.0,0
33246,PIB Total,2022-09-30,4/2022,2.4332,2.5,0.5619,1.0,3.78,88.0,0
33247,PIB Total,2022-09-30,1/2023,1.2716,1.4,0.8288,-1.8,3.26,77.0,0
33248,PIB Total,2022-09-30,2/2023,0.4548,0.4,0.7352,-1.3,2.9,76.0,0
33249,PIB Total,2022-09-30,3/2023,0.2225,0.1995,0.8049,-1.6,2.4,76.0,0
33250,PIB Total,2022-09-30,4/2023,0.375,0.5,0.9767,-5.1812,2.4016,76.0,0
33251,PIB Total,2022-09-30,1/2024,0.9251,1.0,0.7821,-1.0,2.96,56.0,0
33252,PIB Total,2022-09-30,2/2024,1.3388,1.435,0.7487,-0.13,2.7,50.0,0
33253,PIB Total,2022-10-03,3/2022,3.3089,3.4,0.7676,0.0,4.25,36.0,1
33254,PIB Total,2022-10-03,4/2022,2.4464,2.5268,0.64,0.8,3.78,36.0,1
33255,PIB Total,2022-10-03,1/2023,1.3552,1.475,0.8131,-0.4,3.1,32.0,1
33256,PIB Total,2022-10-03,2/2023,0.5765,0.5,0.891,-1.3,2.9,31.0,1
33257,PIB Total,2022-10-03,3/2023,0.2773,0.2,0.9071,-1.6,2.0,31.0,1
33258,PIB Total,2022-10-03,4/2023,0.4468,0.5,1.2731,-5.1812,2.4016,31.0,1
33259,PIB Total,2022-10-03,1/2024,0.9674,1.0,0.6095,-0.3,2.0,19.0,1
33260,PIB Total,2022-10-03,2/2024,1.2922,1.48,0.6746,0.1,2.5,18.0,1
33261,PIB Total,2022-10-03,3/2022,3.3347,3.41,0.5973,0.0,4.25,89.0,0
33262,PIB Total,2022-10-03,4/2022,2.4199,2.5,0.5931,0.8,3.78,88.0,0
33263,PIB Total,2022-10-03,1/2023,1.283,1.4,0.7727,-0.748,3.26,77.0,0
33264,PIB Total,2022-10-03,2/2023,0.4772,0.4,0.7349,-1.3,2.9,76.0,0
33265,PIB Total,2022-10-03,3/2023,0.2039,0.1745,0.7797,-1.6,2.0,76.0,0
33266,PIB Total,2022-10-03,4/2023,0.4179,0.505,0.9773,-5.1812,2.4016,76.0,0
33267,PIB Total,2022-10-03,1/2024,0.9809,1.001,0.7813,-1.0,2.96,57.0,0
33268,PIB Total,2022-10-03,2/2024,1.3761,1.51,0.7492,-0.13,2.7,51.0,0
33269,PIB Total,2022-10-04,3/2022,3.2898,3.45,0.8939,0.0,4.25,35.0,1
33270,PIB Total,2022-10-04,4/2022,2.5163,2.5536,0.5259,0.9031,3.78,35.0,1
33271,PIB Total,2022-10-04,1/2023,1.3347,1.3,0.78,-0.4,3.1,31.0,1
33272,PIB Total,2022-10-04,2/2023,0.5004,0.4,0.8744,-1.3,2.9,30.0,1
33273,PIB Total,2022-10-04,3/2023,0.2116,0.15,0.8527,-1.6,1.9,30.0,1
33274,PIB Total,2022-10-04,4/2023,0.3293,0.4899,1.2094,-5.1812,1.9,30.0,1
33275,PIB Total,2022-10-04,1/2024,0.9045,1.0,0.5689,-0.3,2.0,18.0,1
33276,PIB Total,2022-10-04,2/2024,1.2041,1.4,0.6075,0.1,2.0,17.0,1
33277,PIB Total,2022-10-04,3/2022,3.3152,3.45,0.6715,0.0,4.25,89.0,0
33278,PIB Total,2022-10-04,4/2022,2.4477,2.5,0.5615,0.9031,3.78,88.0,0
33279,PIB Total,2022-10-04,1/2023,1.3163,1.4,0.7222,-0.4,3.26,77.0,0
33280,PIB Total,2022-10-04,2/2023,0.4756,0.4,0.734,-1.3,2.9,76.0,0
33281,PIB Total,2022-10-04,3/2023,0.2112,0.175,0.7797,-1.6,2.0,76.0,0
33282,PIB Total,2022-10-04,4/2023,0.4085,0.5,0.9735,-5.1812,2.4016,76.0,0
33283,PIB Total,2022-10-04,1/2024,0.9708,1.0005,0.7847,-1.0,2.96,56.0,0
33284,PIB Total,2022-10-04,2/2024,1.3704,1.51,0.7455,-0.13,2.7,51.0,0
33285,PIB Total,2022-10-05,3/2022,3.2923,3.45,0.8701,0.0,4.25,37.0,1
33286,PIB Total,2022-10-05,4/2022,2.5123,2.5,0.5119,0.9031,3.78,37.0,1
33287,PIB Total,2022-10-05,1/2023,1.3399,1.375,0.7683,-0.4,3.1,32.0,1
33288,PIB Total,2022-10-05,2/2023,0.5004,0.4,0.8602,-1.3,2.9,31.0,1
33289,PIB Total,2022-10-05,3/2023,0.2305,0.2,0.8453,-1.6,1.9,31.0,1
33290,PIB Total,2022-10-05,4/2023,0.3509,0.5,1.1957,-5.1812,1.9,31.0,1
33291,PIB Total,2022-10-05,1/2024,0.9148,1.0,0.5554,-0.3,2.0,19.0,1
33292,PIB Total,2022-10-05,2/2024,1.2039,1.32,0.5904,0.1,2.0,18.0,1
33293,PIB Total,2022-10-05,3/2022,3.3157,3.45,0.6644,0.0,4.25,91.0,0
33294,PIB Total,2022-10-05,4/2022,2.4475,2.5,0.5552,0.9031,3.78,90.0,0
33295,PIB Total,2022-10-05,1/2023,1.3186,1.425,0.7179,-0.4,3.26,78.0,0
33296,PIB Total,2022-10-05,2/2023,0.4759,0.4,0.7292,-1.3,2.9,77.0,0
33297,PIB Total,2022-10-05,3/2023,0.2188,0.2,0.7775,-1.6,2.0,77.0,0
33298,PIB Total,2022-10-05,4/2023,0.4162,0.5,0.9695,-5.1812,2.4016,77.0,0
33299,PIB Total,2022-10-05,1/2024,0.973,1.001,0.7779,-1.0,2.96,57.0,0
33300,PIB Total,2022-10-05,2/2024,1.3671,1.505,0.7387,-0.13,2.7,52.0,0
33301,PIB Total,2022-10-06,3/2022,3.249,3.4,0.8932,0.0,4.25,37.0,1
33302,PIB Total,2022-10-06,4/2022,2.4625,2.5,0.5644,0.9031,3.78,37.0,1
33303,PIB Total,2022-10-06,1/2023,1.3483,1.375,0.774,-0.4,3.1,32.0,1
33304,PIB Total,2022-10-06,2/2023,0.5423,0.4,0.8903,-1.3,2.9,31.0,1
33305,PIB Total,2022-10-06,3/2023,0.2918,0.3,0.9006,-1.6,2.0,31.0,1
33306,PIB Total,2022-10-06,4/2023,0.4123,0.5,1.2493,-5.1812,2.4016,31.0,1
33307,PIB Total,2022-10-06,1/2024,0.9727,1.05,0.6059,-0.3,2.0,19.0,1
33308,PIB Total,2022-10-06,2/2024,1.2817,1.48,0.6597,0.1,2.5,18.0,1
33309,PIB Total,2022-10-06,3/2022,3.3136,3.43,0.6678,0.0,4.25,90.0,0
33310,PIB Total,2022-10-06,4/2022,2.4469,2.5,0.5583,0.9031,3.78,89.0,0
33311,PIB Total,2022-10-06,1/2023,1.315,1.4,0.7218,-0.4,3.26,77.0,0
33312,PIB Total,2022-10-06,2/2023,0.4703,0.4,0.7324,-1.3,2.9,76.0,0
33313,PIB Total,2022-10-06,3/2023,0.2178,0.175,0.7825,-1.6,2.0,76.0,0
33314,PIB Total,2022-10-06,4/2023,0.4151,0.505,0.9758,-5.1812,2.4016,76.0,0
33315,PIB Total,2022-10-06,1/2024,0.9529,1.0005,0.77,-1.0,2.96,56.0,0
33316,PIB Total,2022-10-06,2/2024,1.3782,1.51,0.7415,-0.13,2.7,51.0,0
33317,PIB Total,2022-10-07,3/2022,3.2877,3.3899,0.7334,0.344,4.25,28.0,1
33318,PIB Total,2022-10-07,4/2022,2.3681,2.4203,0.6096,0.9031,3.78,28.0,1
33319,PIB Total,2022-10-07,1/2023,1.1315,1.05,0.8222,-0.5,2.45,24.0,1
33320,PIB Total,2022-10-07,2/2023,0.4413,0.45,0.7488,-0.9888,1.8,24.0,1
33321,PIB Total,2022-10-07,3/2023,0.1761,0.075,0.8132,-1.17,2.0,24.0,1
33322,PIB Total,2022-10-07,4/2023,0.4706,0.4599,0.8075,-1.4,2.4016,24.0,1
33323,PIB Total,2022-10-07,1/2024,0.9618,1.05,0.6838,-0.58,2.0,17.0,1
33324,PIB Total,2022-10-07,2/2024,1.4556,1.355,0.5985,0.1,2.6,16.0,1
33325,PIB Total,2022-10-07,3/2022,3.3443,3.45,0.5706,0.344,4.25,89.0,0
33326,PIB Total,2022-10-07,4/2022,2.4456,2.5,0.5619,0.9031,3.78,88.0,0
33327,PIB Total,2022-10-07,1/2023,1.3006,1.475,0.7575,-0.5,3.26,76.0,0
33328,PIB Total,2022-10-07,2/2023,0.4535,0.4,0.7413,-1.3,2.9,75.0,0
33329,PIB Total,2022-10-07,3/2023,0.202,0.1,0.7795,-1.6,2.0,75.0,0
33330,PIB Total,2022-10-07,4/2023,0.4635,0.5,0.7548,-1.4,2.4016,75.0,0
33331,PIB Total,2022-10-07,1/2024,0.9417,1.001,0.7933,-1.0,2.96,55.0,0
33332,PIB Total,2022-10-07,2/2024,1.3706,1.505,0.7439,-0.13,2.7,50.0,0
33333,PIB Total,2022-10-10,3/2022,3.2605,3.3798,0.7203,0.344,4.25,27.0,1
33334,PIB Total,2022-10-10,4/2022,2.3621,2.4,0.618,0.9031,3.78,27.0,1
33335,PIB Total,2022-10-10,1/2023,1.1835,1.2,0.8107,-0.5,2.45,25.0,1
33336,PIB Total,2022-10-10,2/2023,0.42,0.5,0.7569,-0.9888,1.8,25.0,1
33337,PIB Total,2022-10-10,3/2023,0.1839,0.15,0.7376,-1.0,2.0,25.0,1
33338,PIB Total,2022-10-10,4/2023,0.463,0.4797,0.7644,-1.4,2.4016,25.0,1
33339,PIB Total,2022-10-10,1/2024,0.9848,1.05,0.7023,-0.58,2.1,17.0,1
33340,PIB Total,2022-10-10,2/2024,1.4081,1.275,0.6181,0.1,2.6,16.0,1
33341,PIB Total,2022-10-10,3/2022,3.3403,3.46,0.5634,0.344,4.25,90.0,0
33342,PIB Total,2022-10-10,4/2022,2.4373,2.5,0.553,0.9031,3.78,89.0,0
33343,PIB Total,2022-10-10,1/2023,1.3159,1.5,0.7449,-0.5,3.26,77.0,0
33344,PIB Total,2022-10-10,2/2023,0.4428,0.4,0.7519,-1.3,2.9,76.0,0
33345,PIB Total,2022-10-10,3/2023,0.1915,0.1,0.7797,-1.6,2.0,76.0,0
33346,PIB Total,2022-10-10,4/2023,0.4545,0.5,0.7499,-1.4,2.4016,76.0,0
33347,PIB Total,2022-10-10,1/2024,0.9624,1.0255,0.8011,-1.0,2.96,56.0,0
33348,PIB Total,2022-10-10,2/2024,1.3594,1.5,0.7408,-0.13,2.7,51.0,0
33349,PIB Total,2022-10-11,3/2022,3.3761,3.4,0.4436,2.0,4.25,29.0,1
33350,PIB Total,2022-10-11,4/2022,2.4168,2.5,0.6317,0.9031,3.78,29.0,1
33351,PIB Total,2022-10-11,1/2023,1.2833,1.5,0.778,-0.5,2.45,28.0,1
33352,PIB Total,2022-10-11,2/2023,0.517,0.5,0.7787,-0.9888,1.8156,28.0,1
33353,PIB Total,2022-10-11,3/2023,0.302,0.3,0.7874,-1.0,2.0,28.0,1
